/tsm_fpool,3.7T,2.3T,1.4T,64%,TSM_OPBHE,13042022
/tsm_archivelog,838G,547G,292G,66%,TSM_OPBHE,13042022
/tsm_backup_db,559G,130G,429G,24%,TSM_OPBHE,13042022
/tsm_fpool_copia,8.1T,7.3T,869G,90%,TSM_OPBHE,13042022
/tsm_db,559G,71G,489G,13%,TSM_OPBHE,13042022
/tsm_activelog,559G,33G,526G,6%,TSM_OPBHE,13042022
/tsm_archivelog,300G,812M,300G,1%,TSM_OPBLM,13042022
/tsm_activelog,300G,30G,271G,10%,TSM_OPBLM,13042022
/tsm_fpool_copia,5.7T,4.8T,944G,84%,TSM_OPBLM,13042022
/tsm_db,300G,185G,116G,62%,TSM_OPBLM,13042022
/tsm_fpool,2.5T,1012G,1.5T,41%,TSM_OPBLM,13042022
/tsm_fpool,3.0T,2.5T,545G,82%,TSM_OPBSA,13042022
/tsm_fpool_copia,4.7T,4.5T,159G,97%,TSM_OPBSA,13042022
/tsm_fpool_disco,5.0T,2.3G,5.0T,1%,TSM_OPBSA,13042022
/tsm_backup_db,300G,33M,300G,1%,TSM_OPBSA,13042022
/tsm_db,300G,257G,44G,86%,TSM_OPBSA,13042022
/tsm_activelog,50G,30G,21G,59%,TSM_OPBSA,13042022
/tsm_archivelog,150G,1.3G,149G,1%,TSM_OPBSA,13042022
/tsm_db,300G,18G,283G,6%,TSM_OPCTA,13042022
/tsm_archivelog,150G,384M,150G,1%,TSM_OPCTA,13042022
/tsm_backup_db,300G,48G,253G,16%,TSM_OPCTA,13042022
/tsm_fpool,700G,453G,247G,65%,TSM_OPCTA,13042022
/tsm_activelog,50G,29G,21G,58%,TSM_OPCTA,13042022
/tsm_fpool_copia,2.0T,695G,1.3T,35%,TSM_OPCTA,13042022
/tsm_activelog,50G,31G,20G,61%,TSM_OPFLA,13042022
/tsm_archivelog,150G,62M,150G,1%,TSM_OPFLA,13042022
/tsm_backup_db,300G,46G,255G,16%,TSM_OPFLA,13042022
/tsm_fpool,1.4T,396G,1005G,29%,TSM_OPFLA,13042022
/tsm_db,300G,28G,273G,10%,TSM_OPFLA,13042022
/tsm_fpool_copia,4.0T,1.9T,2.1T,47%,TSM_OPFLA,13042022
/tsm_fpool,525G,209G,317G,40%,TSM_OPFNS,13042022
/tsm_fpool_copia,1.3T,862G,459G,66%,TSM_OPFNS,13042022
/tsm_backup_db,200G,51G,150G,26%,TSM_OPFNS,13042022
/tsm_activelog,50G,50G,976M,99%,TSM_OPFNS,13042022
/tsm_archivelog,150G,206M,150G,1%,TSM_OPFNS,13042022
/tsm_db,200G,11G,190G,6%,TSM_OPFNS,13042022
/tsm_db,300G,71G,230G,24%,TSM_OPPAE,13042022
/tsm_archivelog,150G,51G,100G,34%,TSM_OPPAE,13042022
/tsm_activelog,50G,31G,20G,62%,TSM_OPPAE,13042022
/tsm_fpool_copia,7.0T,5.4T,1.7T,76%,TSM_OPPAE,13042022
/tsm_fpool,1.7T,1.1T,668G,62%,TSM_OPPAE,13042022
/tsm_backup_db,200G,156G,45G,78%,TSM_OPPAE,13042022
/tsm_fpool,3.0T,1.1T,2.0T,36%,TSM_OPRCE,13042022
/tsm_db,300G,84G,217G,28%,TSM_OPRCE,13042022
/tsm_archivelog,300G,9.2G,291G,4%,TSM_OPRCE,13042022
/tsm_activelog,100G,47G,54G,47%,TSM_OPRCE,13042022
/tsm_fpool_copia,9.6T,5.8T,3.9T,60%,TSM_OPRCE,13042022
/tsm_backup_db,300G,200G,101G,67%,TSM_OPRCE,13042022
/tsm_archivelog,150G,3.0G,148G,2%,TSM_OPRJO,13042022
/tsm_activelog,50G,33G,18G,65%,TSM_OPRJO,13042022
/tsm_db,300G,99G,201G,33%,TSM_OPRJO,13042022
/tsm_backup_db,1.0T,246G,778G,25%,TSM_OPRJO,13042022
/tsm_fpool_copia,15T,6.0T,9.1T,40%,TSM_OPRJO,13042022
/tsm_fpool,7.0T,1.1T,6.0T,16%,TSM_OPRJO,13042022
/tsm_backup_db,300G,172G,128G,58%,TSM_OPSDR,13042022
/tsm_fpool_copia,6.0T,5.9T,115G,99%,TSM_OPSDR,13042022
/tsm_fpool,1.5T,1.3T,257G,83%,TSM_OPSDR,13042022
/tsm_activelog,50G,33G,18G,65%,TSM_OPSDR,13042022
/tsm_db,300G,90G,211G,30%,TSM_OPSDR,13042022
/tsm_archivelog,150G,8.4G,142G,6%,TSM_OPSDR,13042022
/tsm_activelog,50G,30G,21G,59%,TSM_OPSPO,13042022
/tsm_archivelog,150G,1.4G,149G,1%,TSM_OPSPO,13042022
/tsm_backup_db,500G,184G,316G,37%,TSM_OPSPO,13042022
/tsm_fpool_disco,5.0T,35M,5.0T,1%,TSM_OPSPO,13042022
/tsm_fpool,2.0T,1.1T,974G,53%,TSM_OPSPO,13042022
/tsm_db,200G,97G,104G,49%,TSM_OPSPO,13042022
